Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
18052,Nyikendo Medical Clinic,Nyikendo Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),2,0,Migori,Suna East,Suna East,Suna Central,Operational,Yes,No,Yes,No,,Yes,Yes,No
18051,Nyawango Dispensary,Nyawango Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Homa Bay,Kabondo Kasipul,Kabondo Kasipul,Kokwanyo/Kakelo,Operational,No,No,No,No,,Yes,Yes,No
18050,Kopiata Beach Dispensary (Rarieda),Kopiata Beach Dispensary (Rarieda),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Siaya,Rarieda,Rarieda,North Uyoma,Operational,No,No,No,No,,Yes,Yes,No
18048,Liberty Medical Clinic,Liberty Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Kiambu,Kiambu Town,Ndumberi,Operational,No,No,Yes,No,,Yes,Yes,No
18045,Soget Dispensary,Soget Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Narok,Emurua Dikirr,Transmara East,Mogondo,Operational,No,No,No,No,,Yes,Yes,No
18044,Sahla Medical Clinic,Sahla Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Mombasa,Mvita,Mvita,Majengo,Operational,No,No,Yes,No,,Yes,Yes,No
18043,Mbungoni Catholic Dispensary  (CBHC),Mbungoni Catholic Dispensary (CBHC),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Mombasa,Nyali,Nyali,Kadzandani,Operational,No,No,No,No,,Yes,Yes,No
18041,The Haven Medical Clinic,The Haven Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Ruiru,Ruiru,Biashara,Operational,No,No,No,No,,Yes,Yes,No
18040,Meditrust Health Care Services,Meditrust Health Care Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,10,0,Mombasa,Nyali,Nyali,Kadzandani,Operational,Yes,No,Yes,No,,Yes,Yes,No
18039,Vinteva Nursing And Maternity Home,Vinteva Marternity and Nursing Home,None,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,8,2,Siaya,Rarieda,Rarieda,East Asembo,Operational,Yes,No,Yes,No,,Yes,Yes,No
18032,Kiambu Medical Centre,Kiambu Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kiambu,Kiambu,Kiambu Town,Township,Operational,No,No,Yes,No,,Yes,Yes,No
18031,Elite Medical Clinic (Bungoma East),Elite Medical Clinic (Bungoma East),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Bungoma,Webuye East,Webuye East,Maraka,Operational,No,No,No,No,,Yes,Yes,No
18030,Nkutuk Elmuget Dispensary,Nkutuk Elmuget Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Samburu,Samburu East,Samburu East,Wamba West,Operational,No,No,No,No,,Yes,Yes,No
18029,Thome Clinic,Thome Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Laikipia,Laikipia East,Laikipia East,Tigithi,Operational,No,No,No,No,,Yes,Yes,No
18028,Marie Stopes Clinic (Laikipia East),Marie Stopes Clinic (Laikipia East),None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
18027,Mpalla Mobile Clinic,Mpalla Mobile Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB - Private Practice (deleted),0,0,Laikipia,Laikipia East,Laikipia East,Tigithi,Operational,No,No,No,No,,Yes,Yes,No
18023,Ichuga Medical Clinic,Ichuga Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyeri,Kieni,Kieni East,Gakawa,Operational,No,No,No,No,,Yes,Yes,No
18022,Highway Mediacl Clinic (Nyeri North),Highway Medical Clinic (Nyeri North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyeri,Kieni,Kieni East,Naromoru/Kiamathaga,Operational,No,No,No,No,,Yes,Yes,No
18021,Afya Njema Medical Clinic (Nyeri North),Afya Njema Medical Clinic (Nyeri North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyeri,Kieni,Kieni East,Naromoru/Kiamathaga,Operational,No,No,No,No,,Yes,Yes,No
18020,Kihinga Medical Clinic,Kihinga Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Muranga,Kiharu,Kiharu,Murarandia,Operational,No,No,No,No,,Yes,Yes,No
18019,Sheikh Nurein Medical Centre,Sheikh Nurein Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Mombasa,Mvita,Mvita,Shimanzi/Ganjoni,Operational,No,No,Yes,No,,Yes,Yes,No
18018,Station Side Makupa Clinic,Station Side Makupa Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,4,0,Mombasa,Mvita,Mvita,Shimanzi/Ganjoni,Operational,Yes,No,Yes,No,,Yes,Yes,No
18017,St Peter's Catholic Dispensary (Ng'onyi),St Peter's Catholic Dispensary (Ng'onyi),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Ntima West,Operational,No,No,No,No,,Yes,Yes,No
18015,Mt Kenya Kabiruini Medical Clinic,Mt Kenya Kabiruini Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyeri,Mathira,Mathira West,Ruguru,Operational,No,No,No,No,,Yes,Yes,No
18013,Ruguru Community Health Centre,Ruguru Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nyeri,Mathira,Mathira West,Ruguru,Operational,No,No,Yes,No,,Yes,Yes,No
18012,Watanu SDA Dispensary,Watanu SDA dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Tana River,Garsen,Garsen,Garsen South,Operational,No,No,Yes,No,,Yes,Yes,No
18011,Sisto Mazoldi Dispensary (Rongai),Sisto Mazoldi Dispensary (Rongai),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nakuru,Rongai,Rongai,Visoi,Operational,No,No,No,No,,Yes,Yes,No
18010,Tachasis Dispensary,Tachasis Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Subukia,Subukia,Waseges,Operational,No,No,No,No,,Yes,Yes,No
18009,Algadir Medical Centre,Algadir Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,0,0,Nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,No,No,No,No,,Yes,Yes,No
18008,Mutulani Dispensary(makueni),Mutulani Dispensary(makueni),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Makueni,Kaiti,Kaiti,Kee,Operational,No,No,No,No,,Yes,Yes,No
18006,Cargo Human Care Clinic,Cargo Human Care Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kiambu,Kiambaa,Kiambaa,Ndenderu,Operational,No,No,No,No,,Yes,Yes,No
18005,South B Hospital Ltd,South B Hospital LTD,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,33,3,Nairobi,Starehe,Starehe,Nairobi South,Operational,Yes,No,No,No,,Yes,Yes,No
18004,Kilisa Dispensary,Kilisa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Makueni,Makueni,Makueni,Muvau/Kikumini,Operational,No,No,No,No,,Yes,Yes,No
18003,Dr Eshtera Clinic,Dr Eshtera Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Homa Bay,Homa Bay Town,Homa Bay Town,Homa Bay Central,Operational,No,No,Yes,No,,Yes,Yes,No
18002,Innoculation Centre,Innoculation Centre,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,,Yes,Yes,No
18001,Prudent Medical Clinic Kariobangi,Prudent Medical Clinic (Kariobangi),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,Yes,No,Yes,No,,Yes,Yes,No
17999,Kimulot Dispensary,Kimulot Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bomet,Konoin,Konoin,Kimulot,Operational,No,No,No,No,,Yes,Yes,No
17998,Rays International Clinic Kariobangi,Rays International Clinic (Kariobangi),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Embakasi West,Embakasi West,Kariobangi South,Operational,No,No,Yes,No,,Yes,Yes,No
17997,Dandora Health Service,Dandora Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,No,No,Yes,No,,Yes,Yes,No
17996,Precious Life Medical Clinic Ruai,Precious Life Medical Clinic (Ruai),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,15,0,Nairobi,Kasarani,Kasarani,Ruai,Operational,No,No,No,No,,Yes,Yes,No
17994,Namanjalala Dispensary,Namanjalala Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Trans Nzoia,Kwanza,Kwanza,Kapomboi,Operational,No,No,No,No,,Yes,Yes,No
17993,Soteni Dispensary,Soteni Dispensary,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,8,0,Bungoma,Tongaren,Tongaren,Mbakalo,Operational,Yes,No,Yes,No,,Yes,Yes,No
17992,Neema Medical Clinic (Muranga North),Neema Medical Clinic (Muranga North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Muranga,Kiharu,Kiharu,Murarandia,Operational,No,No,No,No,,Yes,Yes,No
17990,Sirakaru Dispensary,Sirakaru Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bungoma,Tongaren,Tongaren,Naitiri/Kabuyefwe,Operational,No,No,No,No,,Yes,Yes,No
17988,Simboiyon Dispensary,Simboiyon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Subukia,Subukia,Waseges,Operational,No,No,No,No,,Yes,Yes,No
17986,Sango Natiri Dispensary,Sango Naitiri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bungoma,Tongaren,Tongaren,Naitiri/Kabuyefwe,Operational,No,No,No,No,,Yes,Yes,No
17985,Civil Servants Clinic (Nakuru),Civil Servants Clinic (Nakuru),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,No,No,No,No,,Yes,Yes,No
17983,St Peters (ACK) Dispensary,ST Peters (ACK) Dispensary,None,Level 2,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,40,0,Kiambu,Kabete,Kabete,Uthiru,Operational,Yes,No,No,No,,Yes,Yes,No
17981,Jowama Medical Clinic,Jowama Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kiambu,Kiambu,Kiambu Town,Riabai,Operational,No,No,Yes,No,,Yes,Yes,No
17979,Shalom Community Hospital (Athi River),Shalom Community Hospital (Athi River),None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,150,10,Machakos,Mavoko,Athi River,Athi River,Operational,Yes,No,Yes,No,,Yes,Yes,No
17978,Calvary Family Health Care Centre,Calvary Family Health Care Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Mombasa,Kisauni,Kisauni,Mjambere,Operational,No,No,Yes,No,,Yes,Yes,No
17975,Tayabi Medical and Dental Centre,Tayabi Medical and Dental Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Mombasa,Nyali,Nyali,Mkomani,Operational,No,No,Yes,No,,Yes,Yes,No
17974,St Jude Medical Clinic,St Jude's Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Limuru,Limuru,Ngecha Tigoni,Operational,No,No,Yes,No,,Yes,Yes,No
17972,Glaisa Medical Clinic,Glaisa Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyandarua,Ol Kalou,Olkalou,Kaimbaga,Operational,No,No,Yes,No,,Yes,Yes,No
17968,Thika Sasa Centre,Thika Sasa Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,No,No,No,No,,Yes,Yes,No
17966,The Omari Project,The Omari Project VCT Centre,None,Level 2,VCT,STAND ALONE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kilifi,Malindi,Malindi,Shella,Operational,No,No,Yes,No,,Yes,Yes,No
17961,Kaki Family Medical Clinic,Kaki Family Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
17960,Gil Medical Clinic,Gil Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
17959,Sky Way Medical Clinic,Sky Way Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Abogeta West,Operational,No,No,No,No,,Yes,Yes,No
17958,Keega Medical Clinic,Keega Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Abogeta East,Operational,No,No,Yes,No,,Yes,Yes,No
17957,Sani Medical Clinic,Sani Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Igoji West,Operational,No,No,No,No,,Yes,Yes,No
17956,Uzima VCT Centre,Uzima VCT Centre,None,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
17955,Nuru Lutheran Media Ministry,Nuru Lutheran VCT,None,Level 2,VCT,STAND ALONE,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
17953,Kiaibabu Dispensary,Kiaibabu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kiambu,Githunguri,Githunguri,Ikinu,Operational,No,No,No,No,,Yes,Yes,No
17952,New Hope VCT,New Hope VCT,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Machakos,Mavoko,Athi River,Athi River,Operational,No,No,No,No,,Yes,Yes,No
17951,Josma Medical Clinic (Kasarani),Josma Medical Clinic (Kasarani),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,No,No,,Yes,Yes,No
17950,Thika Road Health Services Ltd (Kasarani),Thika Road Health Services Ltd (Kasarani),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,No,No,No,No,,Yes,Yes,No
17949,Destiny Medical Centre (Ruaraka),Destiny Medical Centre (Ruaraka),None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,Yes,No,Yes,No,,Yes,Yes,No
17948,Kasarani Claycity Medical Centre (Kasarani),Kasarani Claycity Medical Centre (Kasarani),None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,No,No,,Yes,Yes,No
17947,Loreigns Medical Services (Kasarani),Loreigns Medical Services (Kasarani),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,Yes,No,Yes,No,,Yes,Yes,No
17945,Sos Medical Clinic (Eldoret East),SOS Medical Clinic (Eldoret East),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Operational,No,No,Yes,No,,Yes,Yes,No
17944,Samoei Medical Clinic,Samoei Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Moiben,Moiben,Sergoit,Operational,No,No,Yes,No,,Yes,Yes,No
17943,St Francis Community Hospital (Kasarani),St Francis Community Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,145,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,Yes,No,No,No,,Yes,Yes,No
17942,Githurai Liverpool VCT,Githurai Liverpool,None,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,,Yes,Yes,No
17935,Kiati Dispensary,Kiati Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kitui,Kitui South,Kitui South,Mutha,Operational,No,No,No,No,,Yes,Yes,No
17934,Baraka Medical Centre,Baraka medical centre,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,No,No,No,No,,Yes,Yes,No
17933,St Joseph Nursing Home (Eastleigh North),St Joseph Nursing Home (Eastleigh North),None,Level 3,Nursing Homes,NURSING HOME,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,23,3,Nairobi,Kamukunji,Kamukunji,Eastleigh North,Operational,Yes,No,Yes,No,,Yes,Yes,No
17931,Mirere Health Centre,Mirere Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,10,0,Kakamega,Matungu,Matungu,Namamali,Operational,No,No,No,No,,Yes,Yes,No
17930,St Pauls Ejinja Dispensary,St Pauls Ejinja Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,4,0,Kakamega,Matungu,Matungu,Koyonzo,Operational,No,Yes,Yes,No,,Yes,Yes,No
17929,Indangalasia Dispensary,Indangalasia Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Kakamega,Matungu,Matungu,Koyonzo,Operational,No,No,No,No,,Yes,Yes,No
